"year","country","location","precipitation"
2019,"Azerbaijan","Rachaelberg",58.74786272664796
2009,"Bouvet Island (Bouvetoya)","Juanfurt",58.77829571025842
2011,"India","Keithmouth",58.78870670149272
2020,"Honduras","West Michael",58.83425332214873
2013,"Finland","Joelland",58.85822663792384
2004,"Rwanda","Rangelmouth",58.864519204184894
2000,"Bolivia","Charlesland",58.86857587858232
2018,"Korea","Lake Blakeport",58.8942026652752
2013,"Burundi","Robinsonbury",58.89582630508352
2000,"Tunisia","Lisaview",58.8974557477375
2022,"Cambodia","East Claudia",58.91252791868007
2016,"Chile","Jennifermouth",58.91696402012639
2022,"Turks and Caicos Islands","Lake Daniellehaven",58.92571611011912
2022,"Norway","New Ashley",58.93740758722787
2011,"Germany","Willisstad",58.9422332372329
2009,"Niue","Lake Sara",58.94605215564874
2020,"Samoa","Morriston",58.94952529241081
2000,"Indonesia","Lake Eric",58.9638962440288
2018,"Micronesia","Amberberg",58.98219377949591
2007,"Thailand","Susanfurt",59.01507873044988
2006,"Russian Federation","Hooperberg",59.020043942607
2013,"Seychelles","East Michaelport",59.036451375022246
2010,"Dominica","New Jeremiahside",59.04077721489141
2010,"Moldova","West Shawn",59.04136575026683
2009,"Pitcairn Islands","North Jennifer",59.06174747491812
2015,"French Polynesia","West Lisa",59.06505299064484
2010,"El Salvador","Deborahmouth",59.07226797991368
2008,"New Zealand","Gonzalesland",59.07953173659111
2011,"Saudi Arabia","Dennistown",59.08496047733366
2004,"Ghana","Wallfurt",59.0863705505972
2021,"Lithuania","Anthonyport",59.09214423107399
2000,"Estonia","Port Stephen",59.09428361055527
2008,"Venezuela","West Eric",59.11284045331983
2008,"New Zealand","Lake Ronnie",59.1359559861908
2003,"Dominican Republic","Lake Johnfort",59.14232611690748
2004,"Antarctica (the territory South of 60 deg S)","Portermouth",59.17118742093746
2006,"Iran","North Erica",59.17139470424151
2000,"Iraq","Port Scott",59.17370087392245
2011,"Sri Lanka","South Madison",59.26404633736316
2001,"Israel","Samanthashire",59.26682673344218
2020,"Central African Republic","New Sara",59.29400976163731
2013,"Madagascar","South Danielleberg",59.294229985474686
2016,"Kuwait","Banksside",59.295533039213566
2004,"Iceland","Jefferyfort",59.296214857024566
2016,"Slovakia (Slovak Republic)","Williamston",59.30488371127755
2005,"Jersey","New Elizabethview",59.307445694425375
2014,"Senegal","Haleville",59.31503891409622
2002,"Panama","West Charlesport",59.33226152075025
2020,"Guyana","Michaelport",59.333258384045095
2018,"Cuba","Hebertside",59.34604440039536
2015,"Vietnam","West Sharon",59.369198416575706
2012,"Belize","Hernandezborough",59.39830502972491
2015,"Iran","Kimberlymouth",59.40883688003184
2022,"Burkina Faso","Mitchellport",59.41822111490018
2021,"Svalbard & Jan Mayen Islands","Patricktown",59.4223323508942
2003,"Cyprus","East Brandonmouth",59.42921809691188
2004,"Venezuela","East Annaland",59.43349195457209
2000,"Swaziland","Sophiamouth",59.43398417480768
2012,"Mauritius","Knappside",59.43741888830766
2003,"Brunei Darussalam","Lake Michelleview",59.44950907384935
2008,"Sierra Leone","Hubbardchester",59.45121474703578
2012,"Haiti","Lake Cynthiaburgh",59.47093200504187
2007,"Botswana","Millermouth",59.49667532888135
2014,"Nepal","Vickimouth",59.51402956352939
2001,"United Arab Emirates","Coreybury",59.52135373325061
2019,"British Indian Ocean Territory (Chagos Archipelago)","West Ashleymouth",59.5227907826885
2003,"Isle of Man","Amyhaven",59.53867746761965
2020,"Denmark","North Scott",59.54193696783451
2019,"Benin","Lake Derek",59.5469544924518
2010,"Cameroon","Ashleyview",59.54837177019433
2020,"Papua New Guinea","South Garrettside",59.54930392637253
2001,"Denmark","Port Trevorburgh",59.563992436824776
2005,"Equatorial Guinea","Riveramouth",59.56805792680456
2017,"Western Sahara","Marktown",59.5929865220046
2020,"Bolivia","Lake Julianfurt",59.594771658530576
2020,"Niue","Farrellmouth",59.59801593555129
2020,"Hungary","Jameshaven",59.60449601538831
2001,"Nauru","West Reneeport",59.61061593782414
2015,"Philippines","South Robert",59.6111228618578
2012,"Argentina","West Victoriachester",59.62088702454695
2020,"Mexico","New Jeffreyport",59.621445567146615
2002,"Liberia","Ellisbury",59.62348535235512
2008,"Israel","North Anthony",59.62532499392788
2003,"Uruguay","South Johnmouth",59.633067536202766
2010,"Kiribati","Curtisview",59.63449556618791
2005,"Portugal","Nelsonland",59.63799047153079
2006,"Djibouti","Elizabethfort",59.64090728349923
2016,"Mexico","Edwinside",59.65244607011875
2012,"Tanzania","North Kevin",59.65829796469211
2006,"Austria","Valentineborough",59.695269502181205
2014,"Cocos (Keeling) Islands","Kaitlynberg",59.69756040420352
2002,"South Georgia and the South Sandwich Islands","Jamesmouth",59.70566564170596
2003,"Qatar","Tracibury",59.71915133620185
2006,"United Arab Emirates","East Alex",59.72509528265414
2002,"Luxembourg","Lake Anthony",59.73073398895661
2021,"Central African Republic","Hillburgh",59.734490945873965
2007,"Cambodia","New Michelle",59.73719291961369
2021,"Finland","East Brittanyside",59.743347623379
2007,"Pakistan","South Grace",59.756224909715804
2013,"Colombia","Chelseaborough",59.75731054543141
2009,"Palau","West Robertmouth",59.779087780872864
2020,"Mozambique","South Alexafort",59.8019482646101
2015,"Tajikistan","West John",59.80889130233902
2021,"Saint Kitts and Nevis","West Nicholas",59.8100937525958
2009,"Turks and Caicos Islands","Patrickborough",59.83782006311402
2000,"Philippines","Lake Kimberly",59.85368998211962
2008,"Dominican Republic","East Nicholasshire",59.858581553682825
2021,"South Africa","East Mallory",59.85901970218595
2019,"Equatorial Guinea","North Tina",59.86048949997226
2020,"Oman","Port Jeffrey",59.87407181269827
2015,"Jamaica","East Melissa",59.88434952113436
2003,"Gambia","Ericborough",59.89176626892237
2000,"Canada","Ellisshire",59.89413008767048
2010,"Pakistan","Campbellville",59.90419561570599
2017,"Albania","Gomezburgh",59.91668211052003
2022,"Switzerland","North Stephanie",59.91790275060237
2010,"Paraguay","North Jennifer",59.93245527639761
2002,"Morocco","Tinashire",59.93966025179335
2022,"Guam","Marcoborough",59.95322076668298
2005,"Lesotho","New Kelseyview",59.955793659696056
2000,"Senegal","Martinhaven",59.97124393766373
2001,"Saint Vincent and the Grenadines","North Thomas",59.97317164578717
2000,"Guam","Donnaland",59.98618727366824
2006,"Tajikistan","North Jamesside",59.99154329441323
2016,"Canada","Barronborough",60.02451404512195
2011,"Guyana","Annettefort",60.05195235498913
2011,"Bahrain","New Mark",60.05576155869249
2022,"Suriname","Dustinview",60.05603554344752
2008,"French Guiana","Smithview",60.07214479867111
2020,"Nepal","North Timothy",60.07226357319069
2015,"Solomon Islands","West Davidfurt",60.09139834721475
2008,"Libyan Arab Jamahiriya","West Rodneymouth",60.09836695610844
2014,"Christmas Island","Barnesside",60.11521133827791
2022,"Svalbard & Jan Mayen Islands","Port Jennifer",60.15241760284721
2000,"Uzbekistan","Lisabury",60.15465525699635
2015,"Canada","South Christopher",60.16797818223522
2000,"Cape Verde","Sanchezton",60.17095316695321
2012,"Oman","Samanthashire",60.1732576446996
2005,"Lao People's Democratic Republic","North Karen",60.1861612859834
2012,"Spain","North Heatherfurt",60.21608877492549
2015,"Kenya","Lake Ryanmouth",60.2324904124389
2008,"Venezuela","East Loriborough",60.23896696074921
2017,"Papua New Guinea","North Crystal",60.27079030218015
2014,"Luxembourg","Fieldsfurt",60.30428625940621
2020,"Australia","Stephenview",60.30994032835655
2006,"Paraguay","Jonchester",60.313421041157866
2022,"Sudan","West Todd",60.31896006268692
2007,"Malaysia","West Lauren",60.33186974965171
2007,"Guinea","Stephaniemouth",60.337520993418806
2003,"Bolivia","Nancyview",60.34018794440623
2022,"Svalbard & Jan Mayen Islands","Kaylahaven",60.368986976738405
2013,"Dominican Republic","North Paulside",60.37872624536721
2014,"Benin","West Barbaraland",60.39061863546533
2006,"San Marino","South Barbarastad",60.42481560647349
2006,"Bermuda","Kristinaberg",60.43754224833251
2016,"Haiti","Toddborough",60.44490341594951
2010,"Colombia","New Austinstad",60.445072124062136
2006,"Andorra","Pennyberg",60.44746242259493
2003,"Congo","Roberttown",60.45094728691272
2019,"Kiribati","Larsonfurt",60.46465593568945
2021,"Malawi","South Meredithview",60.47011251821576
2000,"Slovakia (Slovak Republic)","North Brian",60.47993228574822
2001,"Liechtenstein","New Zoe",60.48712625208322
2014,"Poland","Samuelville",60.50467679601701
2019,"Bhutan","Port Brianfort",60.52381915758931
2000,"Fiji","South Cameronberg",60.52467554013641
2012,"Tonga","Solishaven",60.539696553461255
2001,"Latvia","Raymondport",60.54181254757782
2019,"Lao People's Democratic Republic","East Billymouth",60.54546661991168
2014,"Indonesia","Johnberg",60.56646325093064
2002,"China","Simpsonfort",60.57104191314615
2007,"Kiribati","Gibsontown",60.57400530395839
2008,"Belgium","Lisaberg",60.57429959849657
2006,"Reunion","Henryberg",60.580325649433895
2004,"North Macedonia","Gloriaview",60.58706310394445
2008,"Macao","Mcfarlandhaven",60.59192932883602
2005,"Falkland Islands (Malvinas)","Shellyshire",60.59472161459922
2010,"French Polynesia","Port Michael",60.61677385364849
2005,"Mauritania","Lake Erinview",60.6190546757141
2009,"Kenya","Antoniobury",60.62138669883716
2011,"Slovenia","Cowanburgh",60.622985903080405
2020,"Timor-Leste","Ryanmouth",60.637626725509584
2020,"Faroe Islands","Brooksville",60.63866114045508
2011,"Korea","Josephstad",60.646591885600365
2003,"Liechtenstein","Justinshire",60.65790284723025
2018,"Niger","Port Tricia",60.67536100364681
2009,"Chad","Lake Crystalburgh",60.68376450818837
2005,"Slovenia","Martinshire",60.69243461193478
2014,"New Zealand","West Dana",60.69943322222784
2009,"Guinea-Bissau","Johnchester",60.71300795857035
2019,"Moldova","Stevenburgh",60.73586206416975
2003,"Oman","West Roy",60.73845104787296
2016,"United States Minor Outlying Islands","Port Monica",60.756375772388274
2014,"Sao Tome and Principe","Port Michael",60.76672525712424
2016,"Uganda","Sarahshire",60.76787220479777
2014,"Reunion","New Joseph",60.78024097842468
2013,"Poland","Lynnfort",60.78382624073977
2016,"Saint Martin","Nicholemouth",60.803208534866535
2021,"Dominica","Brianport",60.84368768020789
2014,"Guinea","Yolandastad",60.85125475961489
2015,"Kenya","Lake Judy",60.8590422245389
2014,"Djibouti","Josephstad",60.862517471786745
2007,"Belarus","Lake Justin",60.86738587275995
2010,"British Virgin Islands","Lake Joseph",60.87344862925463
2016,"Czech Republic","North Joshuaside",60.87654304761136
2014,"Dominican Republic","Alexisville",60.87793573142623
2022,"Lao People's Democratic Republic","Clarkfurt",60.88175266188649
2008,"Jersey","Lake Johnville",60.93480224302718
2001,"Switzerland","Amberstad",60.94735538312559
2005,"Eritrea","Lindseyview",60.96268494938711
2007,"Norfolk Island","Littleborough",60.973149500944736
2006,"Cote d'Ivoire","South Jeffrey",61.00913292210356
2017,"Norway","Port Jacqueline",61.03707883515518
2001,"Afghanistan","Samuelville",61.04040527294195
2019,"Bolivia","Jacobbury",61.04183358921049
2015,"Egypt","Briantown",61.048163726311465
2009,"Argentina","Loriview",61.054557120523015
2008,"Netherlands Antilles","Jeremyview",61.05580822305308
2008,"Mexico","Daveborough",61.06071273127299
2010,"Thailand","East Elainehaven",61.06470417200208
2021,"Czech Republic","West Chadmouth",61.07254124010818
2001,"Bangladesh","East Jordan",61.07536871360148
2008,"Tonga","Stewartmouth",61.07744781723616
2002,"Estonia","Gibsonfurt",61.092435708168914
2011,"Serbia","Perezville",61.11017733399894
2001,"Paraguay","Parkerton",61.11212142043031
2005,"United Kingdom","New Martinland",61.11466897008705
2021,"United Kingdom","North Julie",61.116957418422736
2003,"Jamaica","North Julie",61.11840467044723
2021,"Jamaica","South Jamesland",61.13703097175256
2015,"Romania","New George",61.13945772367195
2005,"South Georgia and the South Sandwich Islands","Paulport",61.14212696133535
2006,"Luxembourg","Monicaburgh",61.14484611830466
2007,"Falkland Islands (Malvinas)","Lake Kim",61.15016314496158
2019,"Bhutan","New Jake",61.153754070434566
2005,"Guadeloupe","Lake Don",61.15398552037291
2019,"Svalbard & Jan Mayen Islands","Rhodesshire",61.15443349423087
2001,"Georgia","Richardsonchester",61.17490620558075
2019,"Madagascar","Lake Marybury",61.18943777738281
2009,"Burkina Faso","Rogersburgh",61.1972969791597
2005,"American Samoa","Chadview",61.25617942682919
2011,"Oman","Lake Emilyland",61.25867782817856
2013,"Cape Verde","Lake Nathan",61.26105310499492
2007,"Cuba","New Kaylahaven",61.27662517037547
2019,"Germany","Grantview",61.28227462925295
2003,"Mayotte","North Monica",61.2885333345821
2020,"Lao People's Democratic Republic","North Tara",61.29159409784704
2013,"British Indian Ocean Territory (Chagos Archipelago)","Stevensfurt",61.29698264058501
2012,"New Caledonia","West Emma",61.297339149805794
2018,"Malawi","Cindystad",61.30105631713197
2014,"Guyana","South Margaretview",61.30960219298338
2002,"Turkey","Courtneychester",61.31331506197196
2004,"Saint Lucia","Jenniferside",61.33613053329747
2016,"Maldives","Williamsburgh",61.3508768161929
2016,"Mali","Duncanton",61.35883868517645
2019,"South Georgia and the South Sandwich Islands","New Nicholas",61.39884827612251
2019,"South Africa","West Tonyaberg",61.40392722247013
2002,"Zambia","Paynefort",61.413844169948526
2021,"Guyana","East Amber",61.42029261480614
2013,"Albania","Reedmouth",61.42204740270556
2012,"Bulgaria","Lake Anthonyberg",61.42867346653396
2014,"Haiti","Brownview",61.44262124256558
2007,"Djibouti","Mercadofort",61.443255059802624
2008,"Israel","New Matthew",61.453750451580525
2008,"Honduras","West Brittanyfurt",61.46169961178828
2001,"Azerbaijan","Sharpfurt",61.46716233632033
2015,"Syrian Arab Republic","Erinton",61.47594853294589
2014,"Bahrain","Port Shannonfort",61.47921498065072
2005,"Comoros","New Candice",61.48378924726183
2018,"Swaziland","Sancheztown",61.49129821485234
2005,"Slovakia (Slovak Republic)","South Victoria",61.494205036371326
2009,"Spain","Patrickshire",61.49503746648516
2006,"Palestinian Territory","Lake Kevin",61.51626820435562
2008,"Paraguay","Bradleyfurt",61.52636167787248
2007,"Japan","Tanyamouth",61.53070630560522
2011,"Liberia","Sarahhaven",61.53187791098783
2017,"Thailand","East Jordan",61.53562331641065
2001,"Australia","New Aliciastad",61.54448745558621
2002,"Ghana","East Jeffreyhaven",61.5693283982652
2016,"Finland","North Susanchester",61.58411423393563
2008,"Tuvalu","West Christopher",61.59511900670045
2011,"Lithuania","Port Nathan",61.59968171575013
2019,"French Guiana","West Jesse",61.60870261740933
2018,"Congo","Camachoshire",61.61953965488565
2004,"Antigua and Barbuda","New Christopherburgh",61.63802105561472
2018,"North Macedonia","North Alisha",61.63905244755351
2014,"Kenya","Jameston",61.63924515815541
2005,"Somalia","Gardnershire",61.66267206885973
2015,"Bosnia and Herzegovina","East Connorbury",61.692409306188
2019,"Liberia","Carterfort",61.71208978218596
2017,"Malawi","Griffinside",61.74624578452127
2019,"Reunion","Cameronmouth",61.74871049373453
2002,"United States Virgin Islands","Richardtown",61.7542387691295
2012,"New Zealand","Comptonshire",61.76198567068284
2017,"Uzbekistan","Patrickborough",61.768788432162935
2021,"Solomon Islands","New Kellyburgh",61.77008542340441
2020,"Cambodia","West Robertton",61.77895839197358
2013,"Saudi Arabia","Knightport",61.78127240349567
2016,"North Macedonia","Shawshire",61.79077188698957
2017,"Uzbekistan","Penaland",61.80162189381658
2001,"Bulgaria","Port Deanshire",61.80636265388385
2016,"Azerbaijan","Sarahport",61.89021469147104
2021,"Samoa","Hernandezstad",61.89537264088869
2018,"Bhutan","Williamsside",61.90081386721966
2016,"Vietnam","Port Carolmouth",61.90120137419181
2008,"Maldives","Hendersonchester",61.906844366143446
2008,"Angola","New Lance",61.91921052628179
2020,"Japan","East Pamela",61.9386718302909
2019,"Mongolia","West Mary",61.96199193589539
2011,"Switzerland","Matthewton",61.9775620383067
2008,"Bhutan","Port Kristen",61.99398449906065
2002,"Portugal","North Erica",62.00402660574365
2002,"Bhutan","Ericview",62.00410181942706
2021,"Uganda","East Randall",62.006716243166125
2003,"Somalia","East Thomas",62.00891212849389
2019,"Faroe Islands","Lake Jacqueline",62.027591053060426
2005,"Turks and Caicos Islands","Mcdonaldburgh",62.032181069626304
2013,"Lao People's Democratic Republic","East Rebeccashire",62.03341446819225
2015,"Bahamas","South Erinland",62.04376771559839
2014,"Antarctica (the territory South of 60 deg S)","West Frank",62.059047085791576
2021,"Azerbaijan","New Davidshire",62.06320463492616
2022,"Kazakhstan","Blackburnside",62.06685722391929
