"year","country","location","temperature"
2001,"United Kingdom","Laurenmouth",16.247359249843498
2002,"Malta","East Amber",16.248672756736415
2006,"Japan","North Christinastad",16.254461125319008
2010,"El Salvador","Deborahmouth",16.25521585497648
2004,"Uruguay","West Timothy",16.25793461869118
2007,"New Caledonia","North Anthonyburgh",16.258014521132253
2018,"Grenada","Lake Brandon",16.258105422480075
2020,"Bahamas","Martinezfort",16.260138459554405
2009,"Belgium","West Traceyland",16.26077048807559
2005,"Niger","Fergusonbury",16.262356175637876
2018,"Nicaragua","Port Melissaberg",16.262530809157486
2019,"Italy","South Robert",16.263863102819535
2009,"Tuvalu","Port Devin",16.264910249692118
2012,"Netherlands Antilles","West Justinmouth",16.26519005523011
2007,"Argentina","Hernandezhaven",16.266857884924676
2003,"Libyan Arab Jamahiriya","East Mark",16.26798328850178
2022,"Mongolia","Millerville",16.269187456218905
2007,"Luxembourg","East Joan",16.269520589820043
2018,"Bouvet Island (Bouvetoya)","North Joseph",16.2696954979749
2009,"Saint Helena","Alexandraborough",16.270635590774464
2015,"Liberia","Mccormickchester",16.271333860506665
2005,"Netherlands Antilles","Reevesside",16.271884085752205
2007,"Ghana","Colefort",16.277033725040535
2005,"Solomon Islands","Delgadoton",16.282486386427088
2001,"France","West Brian",16.282996897078725
2012,"Seychelles","Morrisstad",16.284376551182746
2001,"Wallis and Futuna","Adamsburgh",16.28572305224973
2007,"Antigua and Barbuda","New Glenn",16.286469556335547
2019,"Netherlands Antilles","New Christian",16.28902185071753
2009,"Paraguay","Susanville",16.28907048812235
2011,"Mozambique","Autumnchester",16.29041588129301
2015,"Togo","Davidburgh",16.29042547399088
2001,"Western Sahara","Lake Ryan",16.29049679052491
2017,"Samoa","Lake Jennifer",16.292592732476564
2019,"Qatar","New Nicoleborough",16.293250678558383
2017,"Jordan","Coxhaven",16.295430099044264
2021,"Mali","Geraldchester",16.299292491761054
2016,"Saint Vincent and the Grenadines","Sarahton",16.300935578561916
2016,"Ethiopia","New Seanbury",16.30121937483694
2013,"Martinique","Lake Susan",16.306045534477946
2010,"Iran","East Amanda",16.30672242639769
2008,"Heard Island and McDonald Islands","Jacksonville",16.307114140635072
2011,"United Arab Emirates","New Aaron",16.30788305760706
2013,"Lithuania","Bennettside",16.30832813037696
2010,"American Samoa","Lake Chelsea",16.30972618554093
2007,"Congo","North Michellestad",16.310477223466407
2018,"Namibia","New Dana",16.31061124117876
2021,"Ecuador","Robertsonland",16.31261947825188
2015,"Costa Rica","Clarkfurt",16.313880625293447
2003,"Latvia","West Michelle",16.314290764741536
2000,"Guatemala","East Tiffany",16.316106565954367
2017,"Nigeria","Wallacechester",16.316314036035973
2018,"Congo","Meganshire",16.316416292452384
2009,"Singapore","East Jasmine",16.317658642782902
2006,"Cyprus","Wadefurt",16.31832828857042
2014,"Australia","Perezfort",16.31929748492559
2011,"Botswana","Mirandaville",16.321112749395294
2014,"Austria","Acostahaven",16.32150602118915
2008,"Kazakhstan","Laurenhaven",16.321733611303976
2018,"Belarus","Wheelermouth",16.323097383239734
2017,"Mauritius","Mossbury",16.32358039434156
2007,"Gambia","Lake Andre",16.324755696828344
2020,"Nepal","North Kaylaport",16.324964743446703
2004,"Tajikistan","Mccarthystad",16.326868076595392
2002,"Czech Republic","East Eric",16.329577670444174
2010,"Kyrgyz Republic","Mcmahonland",16.329826430481653
2021,"Ukraine","South Natalie",16.3315200509279
2017,"Christmas Island","South Matthewshire",16.332714329632743
2007,"Austria","Markburgh",16.33380805147162
2014,"Malta","Moorebury",16.33444975024398
2001,"Bosnia and Herzegovina","North Thomas",16.334947605345523
2019,"Togo","Lake Kristen",16.335278059722242
2018,"Pitcairn Islands","New Markside",16.336982741475758
2003,"Cameroon","Jonesport",16.338456875098586
2011,"Poland","Lisastad",16.339309741685046
2006,"Guinea","Kevintown",16.340957001643247
2007,"Barbados","New John",16.34191504508215
2006,"Venezuela","Howardmouth",16.342709776646448
2015,"British Indian Ocean Territory (Chagos Archipelago)","New Jose",16.344048266968635
2004,"Suriname","West Jasonville",16.34405565745592
2004,"Liberia","Rachelburgh",16.344283694690443
2009,"British Virgin Islands","Port Brianchester",16.344624194477927
2020,"Cape Verde","West Anthonymouth",16.345110746252303
2004,"Niger","Port Chris",16.34527357754572
2019,"Swaziland","Benderberg",16.3459329779942
2003,"Belarus","New Zachary",16.34740069506257
2013,"Philippines","North Ryan",16.348007480327652
2017,"Aruba","South Marissatown",16.348216791387017
2017,"Timor-Leste","North Charles",16.34849403159803
2002,"Turks and Caicos Islands","Victoriachester",16.349928060056087
2005,"Yemen","Sarachester",16.350355249254783
2016,"Wallis and Futuna","Port Alexanderfurt",16.350455797600915
2004,"Paraguay","Port Wyatt",16.35174500961103
2018,"Switzerland","West Brianborough",16.351815111355386
2007,"Honduras","Robinborough",16.35211806419457
2008,"Indonesia","Derrickberg",16.35283738991653
2005,"Bouvet Island (Bouvetoya)","Anthonyside",16.354727782960424
2015,"Kuwait","Brownton",16.355471061312134
2022,"Swaziland","Port Bradleytown",16.356058860512835
2002,"Tokelau","Tannershire",16.357263969121302
2003,"South Georgia and the South Sandwich Islands","Lake Christineside",16.35789823533879
2009,"Botswana","Michelefort",16.361216558568536
2005,"Israel","South Michaelland",16.361588967988286
2008,"Germany","East Caitlin",16.362464523729894
2018,"Oman","New Cody",16.36279643320627
2021,"Tanzania","Jamesborough",16.364514672583265
2005,"Slovakia (Slovak Republic)","Port Sabrinaville",16.365066656724647
2019,"Macao","South Amyport",16.366085882158014
2009,"Italy","South Linda",16.366915959871893
2009,"Cameroon","East Suzanne",16.368006573182814
2013,"Armenia","East Marissa",16.369270331124063
2001,"Andorra","South Jonathan",16.370610560302993
2013,"Saint Kitts and Nevis","New Loriborough",16.37180013469951
2013,"Reunion","Phillipmouth",16.371881869227863
2006,"Belarus","Lake Phillipview",16.37427736689766
2003,"Greenland","New Chase",16.375329332869818
2020,"Algeria","South Brooke",16.375443584119214
2001,"Albania","Howardmouth",16.37555377973197
2014,"Samoa","Jenningstown",16.376541355059587
2003,"Belize","Port Sarahfurt",16.376731003360167
2001,"Saint Lucia","East Fernando",16.3767964956955
2000,"Botswana","West Lisaville",16.377487474978608
2010,"Pakistan","Campbellville",16.37760779568777
2016,"Palestinian Territory","North Thomas",16.37971132152723
2005,"Thailand","West Bobbyville",16.383293999205396
2020,"Tanzania","Scottview",16.3835050562066
2003,"Latvia","Parkborough",16.383831975112624
2018,"Lithuania","East James",16.3853617941704
2000,"Austria","New Sarastad",16.38539539711364
2021,"Somalia","New Jaredtown",16.388266997705884
2010,"Angola","West Timothy",16.38873315423511
2018,"Namibia","Madisonshire",16.3888808728383
2018,"Somalia","New Elizabeth",16.389329427808683
2022,"Micronesia","Richmondburgh",16.391838024569033
2017,"Kiribati","North Johnton",16.392494078191643
2016,"Czech Republic","North Joshuaside",16.392735512831873
2013,"Egypt","East Monicafort",16.39330066480061
2004,"Jamaica","New Michelleshire",16.395094749213886
2020,"Falkland Islands (Malvinas)","Port Melissa",16.395388807082476
2000,"Western Sahara","Silvaburgh",16.396250274297564
2011,"Singapore","South Donaldbury",16.398560631681978
2002,"Cameroon","Matthewland",16.399303044894072
2013,"Bulgaria","Reillyberg",16.39966089122005
2011,"Switzerland","Pamelafort",16.400136266489362
2009,"Thailand","Alanshire",16.400249893774465
2015,"Tuvalu","Padillaville",16.402598657687616
2012,"Armenia","Leemouth",16.402983900999466
2001,"Ireland","North Phillip",16.404707731489715
2002,"Bahamas","Port Jeremystad",16.406553900472446
2001,"Saint Lucia","Port Marcusville",16.406852770839215
2013,"British Indian Ocean Territory (Chagos Archipelago)","Lake Davidchester",16.40841820960958
2022,"Paraguay","Turnerberg",16.408749096207945
2011,"Bermuda","Alyssahaven",16.410015856563323
2000,"Cape Verde","Lake Dylan",16.410036982635354
2005,"Pakistan","Port Jeffrey",16.41070547334559
2002,"Mauritania","Lambertview",16.41244318778581
2020,"Azerbaijan","East Kathy",16.413282404599627
2015,"Libyan Arab Jamahiriya","Webbport",16.413305587077964
2000,"Taiwan","East Christy",16.413650039313666
2002,"Montenegro","North William",16.413942521388154
2010,"Aruba","Jacobsberg",16.41445389970946
2020,"France","Jesseview",16.41447206830217
2006,"Guinea","South Shawnshire",16.414757857779108
2000,"Israel","Hutchinsonburgh",16.41664057845287
2013,"United Arab Emirates","Leeville",16.41667457106336
2020,"Burundi","Hancocktown",16.417269682215718
2016,"Latvia","Laurenstad",16.41811505203733
2003,"Congo","Brettmouth",16.419891736784102
2004,"Bangladesh","South Ashleymouth",16.420131527717658
2011,"Romania","Robertsmouth",16.42141121686661
2008,"United Arab Emirates","Patriciaton",16.422001669447123
2004,"Armenia","Jamesland",16.42340605392625
2011,"Afghanistan","Tonitown",16.42411434797324
2014,"Ghana","South Kylefurt",16.42590849024338
2009,"American Samoa","North Johnmouth",16.426716985970508
2004,"El Salvador","Kennethland",16.427221073241405
2002,"Cameroon","Jasonfurt",16.42812365445671
2019,"Taiwan","Frazierburgh",16.428719821828242
2010,"Ethiopia","Gomezside",16.430061770508864
2017,"Sweden","Brownberg",16.431420550858498
2022,"Holy See (Vatican City State)","Davidtown",16.43168784132584
2021,"Suriname","Kyleside",16.436677244331758
2003,"Jamaica","North Julie",16.43698492721294
2021,"Guyana","East Amber",16.43805886326231
2020,"United States of America","Thompsonfort",16.440320847344825
2021,"Saint Kitts and Nevis","West Nicholas",16.440639568082087
2017,"Turks and Caicos Islands","Lake Melissaberg",16.443276364299408
2014,"Andorra","Port Alexis",16.444081094141406
2020,"New Zealand","Wilsonbury",16.445457908153916
2010,"Mexico","Martinezview",16.445753304686846
2005,"Isle of Man","Hughestown",16.446944011550396
2003,"Costa Rica","Smithborough",16.44777155830502
2011,"Djibouti","Brittanyport",16.450299459812527
2009,"Taiwan","East Roymouth",16.453157026613653
2022,"Ecuador","Gordonside",16.45450006152932
2022,"Holy See (Vatican City State)","New Garyside",16.455973213214364
2009,"Tanzania","Priceview",16.456738589746685
2008,"Slovakia (Slovak Republic)","East Brianchester",16.458087845984814
2022,"Liberia","Lake Shannonville",16.45915498234441
2021,"Cocos (Keeling) Islands","New Amberton",16.46012989936762
2021,"Azerbaijan","New Jennifermouth",16.460946920600755
2020,"Bolivia","Martinezstad",16.462698155979076
2020,"Belarus","Moorebury",16.46818089752995
2008,"Togo","Joshuaview",16.468919826762264
2013,"Georgia","Rebekahville",16.469185436941178
2017,"Ecuador","Perezton",16.469759003940293
2020,"Russian Federation","Jacksonville",16.470126550298307
2000,"Fiji","South Cameronberg",16.47310020589359
2019,"Angola","Alexandermouth",16.47324440040613
2022,"Cambodia","East Claudia",16.473739358905554
2004,"Gabon","North Jacqueline",16.476892240291043
2009,"New Zealand","New Marymouth",16.477994656664233
2006,"Somalia","Matthewsmouth",16.479383257267955
2007,"Tajikistan","Oliviamouth",16.480281342571267
2003,"Jamaica","North Ronaldville",16.480499051824097
2013,"Korea","Port Rebeccatown",16.48392762843297
2013,"Botswana","North Michael",16.484921195935115
2014,"Egypt","Emilyfurt",16.484955872285667
2015,"Isle of Man","Ericview",16.486929824869648
2012,"Kenya","South Jonathanberg",16.48711181856262
2017,"Malta","New Michaelside",16.487455547132704
2022,"United Arab Emirates","North Corey",16.488133854934237
2015,"Guadeloupe","East Amyborough",16.488782858104233
2014,"Cayman Islands","Rebeccashire",16.49020350570816
2020,"Marshall Islands","South Sydney",16.490528382558246
2015,"Ethiopia","Peterstad",16.490589686687123
2015,"Nigeria","East Connieport",16.490642765656716
2000,"Guyana","West Pattyville",16.491846222657777
2021,"Germany","Port Jeffrey",16.493091579703528
2018,"Liberia","Lake Anthonytown",16.49442055243546
2018,"Ethiopia","Christophertown",16.49455673289875
2014,"Guernsey","Jamestown",16.495375190482527
2018,"Cuba","Hebertside",16.497559256553448
2016,"Cambodia","Dylanville",16.497696706984176
2013,"Switzerland","Williamshaven",16.49803259450526
2003,"Latvia","West Matthewside",16.499097875924114
2000,"Kuwait","Danielleside",16.50035198039075
2009,"Holy See (Vatican City State)","South Robertbury",16.50087503479684
2005,"Samoa","Huangborough",16.501396926462583
2022,"Bosnia and Herzegovina","Kristenbury",16.50152975002715
2001,"Paraguay","Michaelshire",16.50154517681938
2022,"Bahamas","Debraside",16.501856274036413
2012,"Tuvalu","Arthurmouth",16.50225194074946
2000,"Comoros","Port Kevinberg",16.502703028142857
2011,"Bangladesh","North Kennethton",16.503743802162788
2008,"Cayman Islands","West Brittney",16.504384378375303
2010,"Heard Island and McDonald Islands","Danielleberg",16.50592005102334
2004,"Heard Island and McDonald Islands","Phillipland",16.506321679377667
2020,"Rwanda","Halemouth",16.508073726669156
2013,"Denmark","Lake Timothychester",16.50934162246379
2011,"Moldova","Lake Joseph",16.509849173398987
2016,"Ethiopia","South Brittany",16.511419562877546
2008,"Korea","South Douglas",16.51592259280152
2003,"Bosnia and Herzegovina","West Brian",16.51872778537487
2018,"Nauru","Paulbury",16.51932999231452
2011,"Suriname","North Nataliemouth",16.52114162869971
2016,"Canada","South Angelamouth",16.522055191273523
2016,"Mongolia","Nguyenville",16.523045154485647
2017,"Brazil","Andreamouth",16.524416330248457
2010,"Korea","Hannahchester",16.524544792921134
2000,"Australia","Lake Carla",16.525792329210393
2000,"Wallis and Futuna","Knightchester",16.526263609910245
2007,"South Africa","Lake Phyllisfort",16.527549966365907
2004,"New Caledonia","Rodgerschester",16.527588618010512
2003,"Venezuela","Sotoview",16.52858861084763
2009,"Kiribati","Powellstad",16.529529388637815
2001,"Kenya","North Janetberg",16.53161390434549
2007,"Anguilla","Ericbury",16.53236364006723
2008,"Saint Martin","Patriciamouth",16.533189240826015
2021,"Cook Islands","Lake Timothyhaven",16.533506184533994
2010,"Samoa","South Williamhaven",16.533811789420984
2013,"Venezuela","West Janet",16.53414547371955
2005,"Belize","West Natalieland",16.53957315318806
2014,"Bangladesh","Samanthafurt",16.54019628585077
2005,"China","West Jasonmouth",16.541098819923494
2012,"French Polynesia","South Ronald",16.54111104207438
2020,"Cocos (Keeling) Islands","Harpermouth",16.542436245958896
2012,"Guinea-Bissau","West Kathrynstad",16.544756958422568
2021,"Holy See (Vatican City State)","Johnside",16.547309697529624
2016,"British Indian Ocean Territory (Chagos Archipelago)","South Mark",16.547417852869305
2022,"Niue","Lake Sarah",16.547793112968257
2013,"Cambodia","Port Danielle",16.548617137397507
2004,"Barbados","Warnermouth",16.550579774489705
2005,"Spain","East Christopherbury",16.551517098281643
2000,"Iran","Matthewport",16.55227788540779
2012,"Luxembourg","Cooperchester",16.553176665738874
2002,"Sao Tome and Principe","Port Davidfurt",16.55354988124261
2014,"Central African Republic","Katrinaland",16.554230296095092
2015,"Guatemala","Joshuaville",16.556305027741107
2001,"Serbia","East Rebeccaburgh",16.55656954378115
2016,"Burkina Faso","Port Willieville",16.556675722410642
2015,"Equatorial Guinea","Michaelton",16.556680370893012
2018,"Latvia","Timland",16.557507344361607
2013,"Turks and Caicos Islands","West Amymouth",16.559377330782194
2004,"Rwanda","Rangelmouth",16.561283019113084
2008,"Serbia","Fryside",16.56478834505454
2019,"China","South Danielfort",16.564808562979803
2011,"Samoa","New Amandaborough",16.565957745276968
2015,"Sudan","New Paulton",16.56779167310895
2001,"Taiwan","Port Davidside",16.56797162823258
2017,"Greece","Lake Angelaborough",16.568224061361583
2006,"Romania","East Christieside",16.571351846344236
2001,"Japan","New Jeffrey",16.57295357700207
2014,"Jamaica","North Troy",16.574065678210786
2016,"French Guiana","Vangmouth",16.574786101270007
2019,"Senegal","North Dustin",16.576658741132142
2007,"Falkland Islands (Malvinas)","Lake Kim",16.578718654360316
2002,"Cuba","Hannahfort",16.579331963923817
2012,"Aruba","Hamptonport",16.579664895767785
2002,"Singapore","Ericville",16.58220713360763
2021,"Liechtenstein","North Tracyview",16.582741477458036
2021,"Hong Kong","West Christophertown",16.58374338409165
