"year","country","location","co2_emissions"
2017,"Guadeloupe","Davidshire",416.09844942132304
2014,"Tunisia","Lake Danielport",416.0999884683177
2015,"Luxembourg","Milesshire",416.1411950310288
2017,"Senegal","Moniqueburgh",416.15013111129656
2001,"Pakistan","Jonathanland",416.154265868959
2004,"Peru","Saraland",416.1588638909199
2012,"Bosnia and Herzegovina","South Thomas",416.1733781073012
2011,"Bahrain","West Brenda",416.1766270451604
2019,"Turks and Caicos Islands","Burkehaven",416.1808587616633
2001,"Finland","Taylorberg",416.19487620918
2009,"Andorra","Cassandramouth",416.20956801150027
2008,"Saudi Arabia","East Alison",416.2559514734094
2019,"New Zealand","Madelineview",416.2789680943656
2008,"Cook Islands","Christinafort",416.2831535228794
2010,"Guyana","Espinozahaven",416.2844174333813
2002,"Iran","Ochoafort",416.2873593128122
2001,"Heard Island and McDonald Islands","Williamton",416.2948689368017
2015,"Somalia","South Patrickmouth",416.3007076857108
2018,"French Guiana","North Joshuaton",416.30203415338775
2022,"Central African Republic","Tylershire",416.3035697736096
2001,"Central African Republic","East Mark",416.32877622754455
2001,"Wallis and Futuna","Scottfurt",416.3681490889115
2015,"Hungary","New Mark",416.3785469607214
2000,"Brunei Darussalam","Port Lauren",416.4454189085631
2011,"Antigua and Barbuda","Caldwellview",416.44564178529566
2010,"Bosnia and Herzegovina","New Kelliefurt",416.4457223237108
2013,"Aruba","Port Shelby",416.4621675750213
2020,"Canada","West John",416.47311819854536
2005,"Albania","Meganborough",416.4913719672903
2002,"Nauru","Erinville",416.4956570884949
2009,"Jersey","Hudsonhaven",416.5097195960883
2022,"Portugal","Tinafurt",416.5161422494753
2006,"Korea","South John",416.5510316367534
2013,"Vanuatu","Donaldbury",416.5719935691484
2012,"San Marino","West Jamesmouth",416.5755090661694
2001,"Niger","Port Adamview",416.5814453200351
2006,"Tanzania","Port Veronica",416.6063141801279
2022,"Monaco","Port Catherine",416.629852791222
2015,"Equatorial Guinea","Michaelton",416.632373497198
2000,"Marshall Islands","South Wayne",416.646043570293
2018,"Lebanon","North Scott",416.6777864946174
2004,"Netherlands","Payneberg",416.6830549358164
2018,"Netherlands","Johnsonside",416.6959166560007
2009,"Guinea-Bissau","West Danielside",416.6999182161855
2021,"Myanmar","West Earl",416.7137896968391
2006,"Central African Republic","Mendozaton",416.7253555602376
2018,"Georgia","Lake Faith",416.72655175516144
2007,"Nepal","East Sydneyland",416.7275666861111
2003,"Albania","Riversbury",416.7427501244964
2003,"Marshall Islands","Lake Brianview",416.7460983966594
2005,"Northern Mariana Islands","Maryberg",416.7497004769445
2009,"Kyrgyz Republic","West Diane",416.7561418242328
2003,"San Marino","Butlerville",416.7612897792591
2003,"Zambia","Coffeyton",416.7730808412276
2010,"Montserrat","West Stephaniemouth",416.7788779362659
2001,"Taiwan","Port Davidside",416.8025605926218
2014,"Micronesia","Leslieview",416.8099625509109
2020,"Australia","Cruzchester",416.8218158846409
2001,"Sao Tome and Principe","Watsonshire",416.8314620051462
2003,"Andorra","Jesusberg",416.8320681587312
2020,"New Zealand","South Luisside",416.8487550688158
2017,"French Polynesia","Hendersonburgh",416.8679829108449
2006,"Costa Rica","West James",416.88813255964783
2016,"Venezuela","Molinamouth",416.8934581707073
2021,"Cook Islands","East Mauricehaven",416.9148783660376
2006,"Iceland","South Beth",416.91812718236827
2016,"Uzbekistan","Tamaraside",416.9479868727736
2000,"Cambodia","Lake Michael",416.9625727360767
2000,"Moldova","Harperchester",416.9718238965302
2000,"Congo","Loriport",417.0004516325096
2009,"Venezuela","West Emilytown",417.0054371331377
2016,"Bahrain","Simpsonborough",417.0218805664562
2022,"Tajikistan","Kirbyside",417.0474141806112
2022,"Liechtenstein","Perezbury",417.0497461909136
2021,"Djibouti","New Heather",417.06033227752096
2020,"Palestinian Territory","Molinabury",417.0957142180026
2021,"Hong Kong","North Joshuabury",417.09769232576014
2000,"Madagascar","Reneeland",417.0988992875156
2020,"Guernsey","North Michelle",417.1023954872391
2018,"French Guiana","Port Bryan",417.1185606121216
2017,"Bangladesh","Michaelville",417.1272476110346
2008,"Cook Islands","Jonesfort",417.1879304837245
2005,"Finland","South Keithland",417.19781598144107
2013,"Afghanistan","East Dawnhaven",417.2111459466348
2000,"Iraq","Jonesview",417.221099842348
2011,"Isle of Man","New Gregory",417.2304738038489
2015,"Cote d'Ivoire","Moorechester",417.2329683919447
2007,"Cook Islands","South Stephenshire",417.2379963363161
2020,"Algeria","South Brooke",417.238254146354
2009,"Croatia","Allenland",417.2610107949001
2002,"Saint Barthelemy","New Amyborough",417.2623681247188
2013,"Vietnam","South Kirkton",417.2668131860128
2017,"Zimbabwe","Williamsport",417.2673767899258
2020,"British Indian Ocean Territory (Chagos Archipelago)","Charlesborough",417.2741681814692
2017,"Bhutan","New Michaelland",417.27673255304734
2010,"Slovenia","Alfredbury",417.28252333540127
2017,"Botswana","New Jason",417.3035034952889
2007,"San Marino","Tamaraland",417.3082978642109
2012,"Nicaragua","Oneillburgh",417.3346939680808
2009,"Poland","South Timothy",417.35214419587794
2004,"Netherlands Antilles","Port Stanleystad",417.36195974808606
2002,"Antarctica (the territory South of 60 deg S)","New Alexander",417.3633011950847
2005,"Bangladesh","Gonzaleztown",417.385403556598
2000,"Mozambique","Bobbyborough",417.3939855348655
2004,"El Salvador","Kennethland",417.39600449843954
2009,"Russian Federation","Cochranfort",417.3979776283485
2014,"Iran","Beverlyburgh",417.403912037242
2020,"Vietnam","New Jacquelinetown",417.42758765085966
2005,"New Zealand","Karabury",417.45363446718426
2000,"Lebanon","Andersonside",417.4608133615733
2017,"Kiribati","Campbellport",417.4809643186516
2021,"Philippines","New Laura",417.484415800424
2016,"Guernsey","Port Jacobtown",417.5047394292105
2007,"Tajikistan","Oliviamouth",417.52091408595686
2021,"South Africa","East Mallory",417.5568457388727
2012,"Samoa","Rodriguezmouth",417.5853591952053
2004,"Bulgaria","Romeromouth",417.61305554524006
2019,"Congo","South Kirsten",417.61782413982985
2001,"South Georgia and the South Sandwich Islands","Williamsland",417.6232981750738
2019,"Kazakhstan","Margaretport",417.6271355224584
2004,"Netherlands","Christinebury",417.6413623065526
2005,"India","South Robertstad",417.6448778592262
2004,"Moldova","Brockville",417.6451715204716
2002,"Trinidad and Tobago","Castroside",417.6487414150076
2022,"Bolivia","South Julieland",417.66511901462354
2020,"Albania","Port Patricia",417.66694143739807
2017,"Ecuador","New Bryan",417.6703993792716
2000,"China","North Staceystad",417.6800536460879
2018,"Sri Lanka","Tatechester",417.69131154628593
2002,"Cambodia","East Lisastad",417.69681793734105
2022,"Suriname","Michelleberg",417.7011324823974
2019,"Qatar","New Nicoleborough",417.72731361012615
2009,"Saint Helena","South Mary",417.7480666548696
2010,"Colombia","New Austinstad",417.7627188042157
2013,"Hungary","North Andrewside",417.7847820779151
2022,"Switzerland","North Shannon",417.8256261753015
2010,"French Polynesia","Port Stacyfort",417.831216641123
2014,"Malta","Adamsland",417.8322863716532
2022,"Hong Kong","North William",417.848630192188
2015,"Chad","West Christopher",417.8531608363141
2021,"Kyrgyz Republic","Lake Austin",417.860337725286
2013,"Maldives","Port Suzanneville",417.89733423595226
2014,"Nigeria","Rochaland",417.89784999772473
2018,"Vietnam","Port Natalie",417.91358455966986
2009,"French Southern Territories","Hartmanburgh",417.9201363261817
2015,"Panama","Allisonport",417.92328957725016
2020,"Turkmenistan","Jasmineberg",417.9450331500318
2006,"French Polynesia","Scottville",417.9490072689985
2016,"Rwanda","New Reneeborough",417.9690020635416
2004,"Iran","Valerieberg",417.9892043637345
2020,"Indonesia","Williamstad",417.9947524284388
2015,"Liberia","Mccormickchester",418.01963204388585
2021,"Qatar","Brittneyborough",418.02215146084455
2013,"Palestinian Territory","East Johnshire",418.0292047597979
2008,"Togo","Joshuaview",418.0457069106957
2014,"Gibraltar","Coleborough",418.0720173444543
2003,"Kazakhstan","West Christopher",418.07654510788825
2015,"British Virgin Islands","Kington",418.08783613994336
2000,"Pakistan","Cartermouth",418.0880018236101
2008,"Tonga","Stewartmouth",418.1028485140507
2017,"United Arab Emirates","New Jeffreyburgh",418.1292767315564
2020,"Norway","Vincentmouth",418.1790805501216
2004,"Tonga","Lake Alexaberg",418.1855879683242
2010,"Ukraine","Jonesmouth",418.1860470661108
2004,"Congo","Port Lindsey",418.1933919634607
2018,"Andorra","East Jennifer",418.2050393447791
2016,"Azerbaijan","Walkerbury",418.2127090093187
2010,"Cuba","East Valeriechester",418.2180235392814
2009,"Antigua and Barbuda","Pottsville",418.2182379281841
2012,"Malta","South Billyhaven",418.2286108709037
2015,"Burundi","Sullivanland",418.24698963097
2009,"Costa Rica","Elizabethstad",418.2498305990804
2000,"Cape Verde","Kennethburgh",418.2517211220241
2012,"Greece","West Christineland",418.2587355621581
2016,"Montserrat","Rothshire",418.284414239218
2016,"Saint Barthelemy","Barnesmouth",418.293414296656
2002,"Colombia","North Andres",418.3174368070622
2007,"Denmark","New Jenniferchester",418.31826870808055
2012,"Oman","Samanthashire",418.3345345663556
2019,"Qatar","East Alan",418.3437637840681
2001,"Austria","Davilachester",418.3955248772865
2010,"Samoa","East Eric",418.41289718268825
2021,"Nepal","East Terri",418.4364506467199
2005,"Andorra","East Michaelfort",418.4466928247352
2003,"Moldova","Jamesburgh",418.4475071875468
2000,"Taiwan","Thompsonshire",418.4674004058894
2022,"Isle of Man","Michellemouth",418.4705325735468
2006,"Rwanda","Websterville",418.4892273970611
2013,"Cuba","East Christopher",418.5007463964065
2009,"Tuvalu","Longmouth",418.5146085381392
2020,"Palau","Ericaview",418.5160428395089
2000,"Sri Lanka","Port Kimberlyborough",418.5189649727437
2019,"Cayman Islands","North Ashley",418.5202457736161
2004,"Liberia","Rachelburgh",418.5409331625147
2012,"Guadeloupe","South Judychester",418.5496813761859
2013,"Latvia","East Christinemouth",418.5651344525678
2006,"Belarus","West Michael",418.56528844109
2011,"New Caledonia","East Angela",418.5769466274298
2012,"Sweden","Brandonborough",418.5769480681945
2022,"Nepal","Brianhaven",418.5787014625855
2011,"Cambodia","Sherrymouth",418.599607421306
2007,"Sweden","Port Katelyn",418.6150862675736
2002,"Costa Rica","Port Nancy",418.6151053503333
2010,"India","Payneville",418.6299615104046
2008,"Turks and Caicos Islands","Garciafort",418.6683788447734
2012,"Hungary","New Mark",418.6813700281481
2000,"Faroe Islands","Michaeltown",418.6874652894648
2009,"Cambodia","West Kevin",418.6922591172912
2002,"Swaziland","Jillland",418.69820217647793
2020,"Honduras","West Michael",418.70617059523966
2005,"Turks and Caicos Islands","West Pamela",418.71070450528487
2000,"Cayman Islands","New Morgan",418.7453151046989
2017,"Fiji","Angelaside",418.7487502966516
2000,"Jersey","Abigailfurt",418.7523428804551
2006,"Madagascar","North Joseph",418.7640314793296
2013,"Swaziland","Vincentberg",418.7763313000757
2020,"Bangladesh","Paulamouth",418.7983855451338
2007,"Isle of Man","South Mariohaven",418.8043631176289
2002,"Madagascar","Ramireztown",418.8196451027677
2016,"Turkey","Lake Angelica",418.8264482478944
2018,"Montserrat","Garrettstad",418.8297464157472
2013,"Brazil","West Randyport",418.8550717504377
2014,"French Polynesia","Hansentown",418.8681200616917
2003,"Sudan","Pierceport",418.8827422189593
2015,"Somalia","Scottton",418.8837564803874
2003,"Kenya","New Annehaven",418.8955512126833
2014,"Guyana","South Margaretview",418.9052059134573
2008,"Suriname","East Kaitlyn",418.9053226929133
2012,"New Caledonia","Port Lucasport",418.9206204447303
2021,"Holy See (Vatican City State)","Kevinberg",418.9287699677545
2022,"Guam","Marcoborough",418.930964512383
2008,"Guatemala","New Anna",418.93151237788754
2020,"Tunisia","Wandaview",418.96438995734366
2008,"Korea","Foxhaven",418.9704631672032
2004,"Guinea-Bissau","West Crystal",418.979576306365
2020,"Rwanda","Halemouth",418.9896630848554
2007,"Australia","West Kathyfurt",418.999822835136
2019,"Svalbard & Jan Mayen Islands","Rhodesshire",419.00881776951377
2013,"Burundi","New Jessica",419.0140783333426
2004,"Latvia","East Sarahview",419.0307355092045
2007,"Guatemala","Schmidtbury",419.0465457545102
2011,"Cook Islands","Foxmouth",419.062688672008
2008,"Korea","Matthewton",419.0729358040196
2019,"Anguilla","Byrdmouth",419.0845080297369
2020,"Sweden","Port Kellyside",419.09706983090354
2020,"Moldova","West Ravenland",419.1091452238261
2007,"Antigua and Barbuda","Amandaton",419.11664723458097
2000,"Serbia","Diazmouth",419.1289567173629
2002,"Saint Barthelemy","Carterside",419.142821999601
2006,"Ethiopia","West Daniel",419.1698483195921
2018,"Tokelau","North Jasminemouth",419.1789227511789
2003,"Cote d'Ivoire","East Sarah",419.18358028679376
2020,"Lebanon","Richardview",419.2021589515349
2009,"Bolivia","Port William",419.2159280904544
2021,"Cambodia","Stewarttown",419.2174994299884
2008,"Montserrat","Lauraview",419.238855259442
2007,"United States Virgin Islands","Woodburgh",419.2500596799051
2016,"Slovakia (Slovak Republic)","Meganton",419.2518685318036
2004,"Bhutan","Port Leah",419.30458109507504
2004,"Mayotte","South Tiffany",419.3110984187412
2019,"Cocos (Keeling) Islands","East Aaronside",419.3345015691231
2004,"Belize","New Terri",419.3416720872189
2022,"United States Virgin Islands","Johnchester",419.3659824297207
2003,"Iceland","North Henryshire",419.3783501064432
2004,"Hungary","South Aprilborough",419.3802451534506
2003,"Cameroon","Barkerport",419.3902638979007
2017,"Jamaica","Millershire",419.4128593453757
2014,"Australia","New Sonya",419.42874941947616
2015,"Mexico","New Pamela",419.4386905292789
2019,"Palau","Timothychester",419.4713263503822
2017,"Samoa","East Kristie",419.4756335305868
2013,"Serbia","Annahaven",419.4868829389548
2016,"Pakistan","Hensonburgh",419.4986504598
2008,"Paraguay","Scottfort",419.5028037361424
2012,"Saint Lucia","West Michael",419.5164073367924
2011,"Moldova","Lake Joseph",419.5655176648376
2012,"Gabon","North Craig",419.5806000498513
2007,"Mauritania","Keithchester",419.5866298246965
2020,"Kuwait","East Daniel",419.5994115188234
2013,"Eritrea","Jamesshire",419.6101867524645
2016,"Trinidad and Tobago","Joshuaberg",419.6107893351564
2007,"Macao","Patriciaside",419.6164271728474
2012,"Gambia","South Miguelborough",419.61678479201584
2021,"Heard Island and McDonald Islands","Gonzalesmouth",419.6460705680292
2003,"Guam","Lake Anthonyhaven",419.66093318143936
2013,"Isle of Man","Omarfort",419.66930989633977
2017,"Bahrain","New Brian",419.6725844158023
2010,"Gibraltar","East Jasminestad",419.6885876461279
2012,"Christmas Island","New Leroy",419.6904691935648
2006,"Isle of Man","Coryfurt",419.714602073647
2004,"Poland","Lake Amy",419.7210526797973
2007,"Cayman Islands","Port Katherine",419.7563331806179
2006,"Iraq","North Howardport",419.7590806109088
2004,"Chad","Juliefort",419.7700458361435
2014,"Albania","Lake Sarah",419.7883268780727
2001,"Norway","Samueltown",419.82628169274295
2010,"El Salvador","Deborahmouth",419.8306035640177
2013,"Maldives","Lisatown",419.8309840495002
2011,"Sweden","Hartmanfort",419.8327350652736
2020,"Seychelles","New Edward",419.84691367875735
2005,"Iran","Lake Williamhaven",419.8644525425365
2021,"Spain","South Glenntown",419.9072782690751
2000,"Svalbard & Jan Mayen Islands","Johnsontown",419.91795768020427
2003,"Slovakia (Slovak Republic)","New Henry",419.9225373824688
2020,"Marshall Islands","Stokesmouth",419.92789160520056
2010,"Guinea","North Brandonport",419.9416933993436
2000,"Canada","Danielport",419.9592473765736
2003,"Bosnia and Herzegovina","West Brian",419.9604819754693
2022,"Kiribati","North Courtneychester",419.96983484304695
2003,"Bhutan","East Lisaport",419.9909177072092
2017,"Papua New Guinea","South Stevenchester",419.9993301728218
2016,"Chile","East Antonio",420.01674826021
2001,"Cayman Islands","South Shannon",420.0216492844993
2021,"Guadeloupe","Beardstad",420.0254226662177
2009,"Nicaragua","Pamelaport",420.0489641270364
2008,"Monaco","Cynthiafurt",420.07720542645626
2003,"Gambia","Ericborough",420.0863500162304
2001,"United States Virgin Islands","Tiffanytown",420.10804413479167
2014,"Chad","East Kaitlinland",420.12037732330856
2008,"Sao Tome and Principe","East Danielleton",420.14929334646575
2013,"Eritrea","East Gregoryview",420.1514663015083
2021,"Burkina Faso","Williambury",420.1554666374238
