"year","country","location","sea_level_rise"
"2021","Afghanistan","Andreborough","0.1579508832321556"
"2019","Guinea","Lake Nathaniel","0.1584596882872896"
"2018","United States Minor Outlying Islands","New Jamestown","0.158486315347108"
"2005","Western Sahara","West Colleenberg","0.1587866113171363"
"2002","Monaco","North Robert","0.1588973495285018"
"2007","Saint Helena","Lake Kathleenburgh","0.159155374432547"
"2016","Argentina","Marcburgh","0.1596406784518103"
"2020","Saint Martin","North Teresamouth","0.1597052697892188"
"2003","Kenya","New Annehaven","0.1601004923387923"
"2005","Lebanon","South Ryan","0.1601570158013273"
"2002","Sri Lanka","South Donald","0.1603939221844637"
"2016","Brunei Darussalam","Earlville","0.1606417223941613"
"2011","Suriname","North Nataliemouth","0.1608277735133024"
"2016","Saint Lucia","South Michaelview","0.1618084935171555"
"2019","Nicaragua","South Kenneth","0.162129474838589"
"2006","Iceland","Benjaminport","0.1622244024491415"
"2009","Jordan","Oliviamouth","0.1624364063259278"
"2009","French Southern Territories","North Tylerland","0.1625258530481425"
"2009","Montenegro","East Cheryl","0.1626785458976349"
"2014","India","Jennifermouth","0.1629022605885237"
"2017","Jordan","Coxhaven","0.1631076603653281"
"2004","Norfolk Island","Simsfort","0.1632156018191219"
"2016","Thailand","Perezville","0.1633388408274065"
"2001","Malaysia","Deborahland","0.1633974404285534"
"2005","Yemen","West Brittany","0.1637964017277557"
"2013","Maldives","Brittneyhaven","0.1638377952421006"
"2010","Uruguay","Caitlinberg","0.1638811958723668"
"2006","Maldives","South Nathaniel","0.1639405386317841"
"2011","France","Lake Daniel","0.1641741795977883"
"2013","Luxembourg","East Mason","0.164728078284153"
"2014","El Salvador","Victoriaborough","0.1650001963076108"
"2001","Japan","New Jeffrey","0.1650727188756472"
"2018","Burkina Faso","East Robert","0.1652588350477875"
"2014","Kiribati","Anthonymouth","0.1652787858579694"
"2005","Burkina Faso","Justinborough","0.165377577904782"
"2021","Holy See (Vatican City State)","Johnside","0.1655559551736974"
"2019","Sierra Leone","Raymondview","0.1658224406560189"
"2003","Sao Tome and Principe","Danielshire","0.1660901241192179"
"2002","Trinidad and Tobago","Castroside","0.1663662551387144"
"2010","France","West Colleen","0.1668602194957501"
"2015","Heard Island and McDonald Islands","Samuelchester","0.1668981860357731"
"2009","Tanzania","Caseymouth","0.167013882683993"
"2012","Namibia","Pageside","0.1670743624869533"
"2011","Christmas Island","Nelsonbury","0.1673416378027068"
"2004","Uzbekistan","Joneshaven","0.1675038321236395"
"2009","Lithuania","Lake Deborah","0.1680422907202001"
"2014","Madagascar","Snyderview","0.1684417190824293"
"2011","Congo","Johnsonstad","0.1685309052338365"
"2006","Equatorial Guinea","West Michael","0.1686261111958173"
"2016","Thailand","Loganshire","0.1689287514783857"
"2009","Croatia","East Angelaborough","0.1689470823223236"
"2016","Jamaica","New Jacquelinehaven","0.1690990949091647"
"2014","Netherlands","Wrightland","0.1693499671316118"
"2009","Saint Kitts and Nevis","Port Lorifort","0.1696701212918326"
"2007","Nepal","East Sydneyland","0.169868783946105"
"2020","Bosnia and Herzegovina","West Shannon","0.170207545753259"
"2005","Belgium","Lake Alejandramouth","0.1705536832246687"
"2001","French Guiana","East Andrew","0.1705839396193319"
"2022","Estonia","East Katherine","0.1707096694377507"
"2007","Western Sahara","West Thomasstad","0.1714207824734195"
"2011","Switzerland","Matthewton","0.1714909793382427"
"2014","Bulgaria","Lake Paige","0.1716317587578931"
"2017","Uzbekistan","East Nataliefort","0.1719058165151535"
"2007","Singapore","Hinesborough","0.1719981997485018"
"2010","Nicaragua","Jameschester","0.172271885400725"
"2007","Nepal","Rushbury","0.1725292484837926"
"2007","Western Sahara","Lake Matthewberg","0.1731596772249841"
"2019","Mongolia","West Mary","0.1735555471344282"
"2001","Nigeria","Lake Jessica","0.1737335937482949"
"2007","Micronesia","New Katherine","0.1738750399150992"
"2009","Cameroon","East Suzanne","0.1742159476842751"
"2017","Latvia","East Justinmouth","0.1744496901891719"
"2022","Svalbard & Jan Mayen Islands","Port Jennifer","0.1745883402839287"
"2015","Chad","East Kyle","0.1752028250556085"
"2013","El Salvador","New Victoria","0.175251546890383"
"2014","American Samoa","South Daniel","0.1753040267061872"
"2009","Serbia","South Mitchell","0.1757786237657381"
"2013","Cambodia","Port Jenniferview","0.1758117768714409"
"2001","Cote d'Ivoire","Paulstad","0.1760824021000634"
"2003","Greece","Beckbury","0.1761347130101253"
"2015","Iceland","North Troytown","0.1763094836054265"
"2016","Belize","North Mitchellton","0.1763765132281789"
"2002","Djibouti","Allenland","0.1764709201928091"
"2002","Antarctica (the territory South of 60 deg S)","New Alexander","0.1764883972595601"
"2011","Benin","West Kelly","0.1765783539042165"
"2005","Ireland","Lake Michele","0.1766534096178714"
"2022","Germany","Bradleyborough","0.1767084618942436"
"2001","Haiti","Tracistad","0.1769880754431232"
"2009","Bosnia and Herzegovina","North David","0.1770949988903065"
"2000","Nauru","Thomashaven","0.1771518671990587"
"2011","Cocos (Keeling) Islands","Foxshire","0.17723427019539"
"2005","France","Port Steven","0.1772527926732522"
"2005","Norfolk Island","Lake Danielside","0.1772962431533966"
"2013","Venezuela","Michaelhaven","0.1778710721378077"
"2010","Anguilla","Lake Carlosland","0.1789330990830369"
"2021","Eritrea","Richardview","0.1789654602140038"
"2003","Faroe Islands","Alvarezfurt","0.1790831589676001"
"2006","Brazil","West Oliviaview","0.1791706014841476"
"2009","Cote d'Ivoire","South Brendaton","0.1796467157994457"
"2003","Mayotte","North Monica","0.1801102090329439"
"2007","Switzerland","Kevintown","0.1810787856648806"
"2000","Equatorial Guinea","Kristinafort","0.1813062951398355"
"2009","Tajikistan","New Lisa","0.181389328751742"
"2014","Rwanda","Jamieport","0.1814022162614847"
"2020","Madagascar","Port Jessica","0.1817593978375177"
"2009","Solomon Islands","Lake Marilynhaven","0.1818396664461433"
"2007","Solomon Islands","Hughesborough","0.1821806896083967"
"2017","Australia","Lake Benjamintown","0.182334816277508"
"2008","Armenia","New Derek","0.1823484241879105"
"2014","Estonia","Waltersfurt","0.1824572697579047"
"2014","Falkland Islands (Malvinas)","Port Nathanfort","0.18288942184119"
"2001","Tuvalu","West Julie","0.1830290463954879"
"2022","Timor-Leste","New Nathan","0.1830453297485424"
"2016","Iceland","Grantborough","0.1831217516327012"
"2005","Botswana","Goodmanview","0.1832252271390776"
"2012","Myanmar","Stevenburgh","0.1835877064686659"
"2005","Pakistan","Port Jeffrey","0.1838912688836353"
"2007","Latvia","Brittanyberg","0.1840298680805026"
"2004","Equatorial Guinea","East Crystalchester","0.184153609925094"
"2018","Jordan","New Samanthaport","0.1842536498380318"
"2015","Andorra","New Kendrahaven","0.1842953709037859"
"2019","Colombia","Cindyfort","0.1844963664311903"
"2010","Moldova","Lake Ashleyhaven","0.1845811176413583"
"2020","Norway","New Joseph","0.1851521475896505"
"2022","Israel","New Kimberlychester","0.1854004892932607"
"2003","Romania","Coleside","0.1857217945845438"
"2009","Angola","Wallaceberg","0.1857775556948587"
"2010","Venezuela","East Kelseystad","0.186684814773104"
"2013","Portugal","East Tracy","0.1876164747855864"
"2007","Turks and Caicos Islands","South Jessica","0.1878147715488143"
"2019","Malaysia","West Christine","0.1880313355526581"
"2011","Western Sahara","Port Karaburgh","0.1881583960931487"
"2020","Central African Republic","New Richard","0.1886552805718813"
"2022","Nepal","Brianhaven","0.1886701699587701"
"2021","Andorra","South Amyfurt","0.1895323659101795"
"2014","Mozambique","North Shelleyberg","0.1897609442758974"
"2010","Estonia","West Meganland","0.1898685792934493"
"2003","Micronesia","Port Aliciatown","0.190339628290408"
"2018","French Polynesia","Port Kylemouth","0.1903848643749432"
"2006","Czech Republic","Johnsonbury","0.1906992598906945"
"2018","Chad","Phillipsfurt","0.1907805074807417"
"2017","Italy","Lake Karen","0.1910923546404693"
"2007","Mali","West Jean","0.1912958105415597"
"2004","Saint Vincent and the Grenadines","Jenniferberg","0.191635354150058"
"2009","Canada","Lake Marilynchester","0.1918763194927954"
"2005","Gibraltar","New Janetborough","0.1926931023411925"
"2013","Czech Republic","Tanyastad","0.1929396059936574"
"2010","French Guiana","West Graceville","0.1940065381786263"
"2011","Iran","East Danielport","0.19400963751952"
"2018","Hungary","Bennettstad","0.1941883581683226"
"2014","Hungary","South Calvin","0.1943403074948005"
"2018","Seychelles","Lewischester","0.194407625058981"
"2010","Russian Federation","West Thomas","0.1948401227445723"
"2001","Lesotho","Nixonville","0.1949519922750105"
"2007","Belgium","East Amymouth","0.1955547219752825"
"2016","Greece","Lake David","0.1956330106830215"
"2022","Botswana","Williamsmouth","0.1959558280106603"
"2008","Namibia","Port Cynthiahaven","0.1961245123334101"
"2015","Nepal","Lake Davidside","0.1963374077216891"
"2011","Argentina","South Stevenmouth","0.1965817076419934"
"2019","Pakistan","Kennedybury","0.1966713055527855"
"2007","Kenya","East Dominichaven","0.1968771827713248"
"2019","Romania","Laneburgh","0.1972221855755132"
"2013","Haiti","New Williamborough","0.1975209783757564"
"2004","Congo","Wrightland","0.1976929742267714"
"2006","Estonia","South Jessicamouth","0.197852457439813"
"2013","French Southern Territories","North Richardland","0.1979101085710416"
"2008","Jersey","Lake Johnville","0.1979956498435141"
"2019","Palau","Timothychester","0.1988783166751564"
"2004","Turkey","Port Kim","0.1993710323739893"
"2016","Saint Helena","Bryanland","0.1998059089229307"
"2002","Tokelau","Charleschester","0.199987224875982"
"2016","North Macedonia","Lewisfurt","0.2001098202648989"
"2014","Tonga","Perkinsmouth","0.2001494371392301"
"2005","Mauritius","Port Paula","0.2002425932889902"
"2012","Madagascar","Port Martin","0.2009333431263699"
"2006","Eritrea","Reesehaven","0.2009522545586578"
"2022","Cambodia","East Claudia","0.2012147008501499"
"2004","Vanuatu","Michaelstad","0.2013485488612772"
"2020","Papua New Guinea","Robertborough","0.2022480404076918"
"2016","Northern Mariana Islands","Rachelport","0.2027917682869573"
"2001","Uzbekistan","East Tylerfort","0.2039885629754298"
"2010","Isle of Man","South Troyport","0.2040227869815765"
"2010","Korea","Hannahchester","0.2041523580379339"
"2002","Nauru","Erinville","0.2043770670841074"
"2011","Latvia","New Miranda","0.2045409963890083"
"2015","Nicaragua","New Bruce","0.2045428546902054"
"2006","Argentina","Burchshire","0.20470296825679"
"2018","Indonesia","South Brent","0.2048704591710151"
"2004","Heard Island and McDonald Islands","East Michaelbury","0.2053049713229187"
"2021","Burkina Faso","Thomasberg","0.205907672311642"
"2019","New Caledonia","South Joshuabury","0.2064318771276797"
"2001","Marshall Islands","West Bridgetborough","0.2065056091736839"
"2008","Antigua and Barbuda","Meganchester","0.2067576544731911"
"2000","Azerbaijan","Johnsview","0.2067913970413648"
"2009","Saudi Arabia","Maryshire","0.2070474025322334"
"2018","Ghana","Longberg","0.2072650935740374"
"2003","Martinique","Port Joseph","0.2075015513122902"
"2016","El Salvador","Stewartland","0.2076134358599436"
"2003","Lithuania","East Lisa","0.2083786671055666"
"2015","Romania","New Sandra","0.2086501853538498"
"2008","Dominican Republic","East Nicholasshire","0.2091592177392302"
"2002","United Arab Emirates","Hernandezberg","0.2093369127415255"
"2017","Andorra","Wilsonport","0.2093917733550918"
"2008","Georgia","Josephview","0.2101951446563074"
"2012","New Zealand","Kevinshire","0.2106956134991493"
"2011","Antigua and Barbuda","Millerview","0.2108428922839878"
"2003","Brunei Darussalam","Stephanieborough","0.2111254042650032"
"2004","Sudan","Port Robertchester","0.2111750296483416"
"2021","Isle of Man","Mooreburgh","0.2114408324954993"
"2004","Cuba","Lake Derek","0.2114632467410157"
"2002","Christmas Island","Cookeborough","0.2115334134109711"
"2007","Marshall Islands","Williammouth","0.2117938167875546"
"2018","Sri Lanka","Thompsonborough","0.2123683171231493"
"2002","Estonia","North Stephen","0.2124407191913222"
"2012","Tanzania","North Kevin","0.2126057406434636"
"2012","Mayotte","Stacyton","0.2128671629339146"
"2017","Senegal","Moniqueburgh","0.2129491311968242"
"2010","Montserrat","Michaelshire","0.2131264109879466"
"2009","Grenada","West Bryan","0.2135003590171434"
"2016","Philippines","New Luke","0.213725676686844"
"2013","Mauritius","North Cynthia","0.2138314274080872"
"2015","Estonia","Brookechester","0.2141082631038034"
"2012","Lebanon","West Keith","0.2141848095627388"
"2017","Brazil","Andreamouth","0.2144794345124363"
"2003","United Arab Emirates","North Staceytown","0.2144975986889249"
"2016","Rwanda","Patrickburgh","0.2150068448085614"
"2005","Tokelau","North Christopherchester","0.2152437670648192"
"2003","Bulgaria","Lake Toddview","0.2153216902564334"
"2009","Barbados","West Anna","0.2154656901452531"
"2003","Tokelau","North Kathryn","0.2156523253596028"
"2022","Sudan","West Todd","0.2157942404204561"
"2003","Denmark","Melindamouth","0.2158142698627382"
"2007","Egypt","Lake Hector","0.2160320167502793"
"2021","Samoa","Hernandezstad","0.2163601058252136"
"2009","Paraguay","East Karen","0.2170452354740304"
"2012","French Guiana","Bentleyborough","0.2171643477986392"
"2006","Taiwan","Jonesfort","0.2182815256824161"
"2014","Hong Kong","North Matthewmouth","0.218502790999234"
"2022","Finland","New Jennifershire","0.2185455444674715"
"2011","Slovakia (Slovak Republic)","Elizabethton","0.2185939765705104"
"2010","Chile","Allenchester","0.2186980172548364"
"2017","Saint Martin","Lake James","0.2190666129669427"
"2012","Comoros","North Morganchester","0.219183656075949"
"2019","Hungary","Port Angela","0.2192905348323671"
"2021","United Kingdom","Port Gabrielberg","0.2196791087571112"
"2014","Lao People's Democratic Republic","Brownview","0.2202200447432255"
"2004","Philippines","Padillaborough","0.2209404987056655"
"2002","Lao People's Democratic Republic","Johnhaven","0.221049757334085"
"2003","Colombia","Port Tristanview","0.2219273666079778"
"2007","Micronesia","North Brandi","0.2220040092379537"
"2011","South Africa","New Donnafurt","0.2225051395404334"
"2011","Slovakia (Slovak Republic)","Jamesborough","0.2227097342776463"
"2014","United Arab Emirates","East Pamelabury","0.2233245733680663"
"2013","Anguilla","Wolfeborough","0.2235647417843057"
"2021","Malawi","Port Alexshire","0.2237822645320946"
"2007","Suriname","Houstonhaven","0.2239322212406368"
"2018","Antigua and Barbuda","Port Belindamouth","0.2240351661876035"
"2022","Cayman Islands","Patrickhaven","0.2242049525742877"
"2004","Swaziland","West Nancy","0.224264883506775"
"2018","Tokelau","Davisview","0.2243128118443919"
"2021","Guyana","East Amber","0.2246525096963715"
"2005","Turks and Caicos Islands","East Theresa","0.2247787342565411"
"2003","Armenia","East Gabrielmouth","0.224999948793288"
"2022","Nicaragua","Lake Lisafurt","0.2251016440059276"
"2016","Macao","West Samuel","0.2257892696950618"
"2017","Georgia","Paynehaven","0.2259961293520176"
"2001","Antigua and Barbuda","Lake Elizabeth","0.2260266609086617"
"2004","New Zealand","Kathrynmouth","0.226074430370678"
"2012","Guam","Doughertyshire","0.2265744938467013"
"2003","Aruba","Suzanneburgh","0.2271536928129538"
"2010","Thailand","East Stanleymouth","0.2273442482338487"
"2013","Israel","Stephaniechester","0.2281351159392005"
"2003","Timor-Leste","North Timothyhaven","0.2284217059702383"
"2010","American Samoa","South Lisamouth","0.2290848767973093"
"2008","New Caledonia","Lake James","0.2291411069609548"
"2022","Bosnia and Herzegovina","Kristenbury","0.2291441980165479"
"2006","Comoros","Elizabethton","0.2293130111847634"
"2001","Anguilla","Warnerview","0.229596212547633"
"2009","Zimbabwe","New Zachary","0.2309725895447499"
"2008","Trinidad and Tobago","South Wendy","0.2311821282628954"
"2017","Mexico","North Gregory","0.2316073604768952"
"2015","Rwanda","Stevenborough","0.2319565985118993"
"2002","Cook Islands","West William","0.2321529998046925"
"2017","Cambodia","Colemanchester","0.2330760389686009"
"2008","Seychelles","West Richardton","0.2331114226463179"
